titulo,enlace,fecha,descripcion,categoria,fuente,imagen,contenido
"Con un estilo inspirado en Pinterest y una nominación al Latin Grammy, Yami Safdie llega a Lima y confiesa su deseo de colaborar con Jaze",https://rpp.pe/musica/conciertos/yami-safdie-por-primera-vez-en-lima-me-gustaria-colaborar-con-jaze-noticia-1662826,"Fri, 07 Nov 2025 08:55:33 -0500",La cantante argentina llega por primera vez a Lima como parte del cartel del VMF 2025. Se presentará este domingo 9 en Costa 21.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/323732_1809876.jpg?imgdimension=look,La cantante argentina llega por primera vez a Lima como parte del cartel del VMF 2025. Se presentará este domingo 9 en Costa 21.
Cúal fue el último temblor en México hoy 7 de noviembre según SSN,https://rpp.pe/mundo/mexico/cual-fue-el-ultimo-temblor-en-mexico-hoy-6-de-noviembre-segun-ssn-live-3034,"Thu, 06 Nov 2025 06:27:35 -0500",Cuál es el ultimo temblor en México y CDMX registrado segun el Servicio Sismológico Nacional (SSN) hoy 7 de noviembre del 2025. Consulta los últimos sismos EN VIVO para México aquí.,Sin categoría,RPP,https://f.rpp-noticias.io/2024/11/07/111411_1666676.jpg?imgdimension=look,Cuál es el ultimo temblor en México y CDMX registrado segun el Servicio Sismológico Nacional (SSN) hoy 7 de noviembre del 2025. Consulta los últimos sismos EN VIVO para México aquí.
Corte de agua en Lima hoy 07 de noviembre: Distritos y horarios afectados,https://rpp.pe/lima/obras/corte-de-agua-en-lima-hoy-07-de-noviembre-distritos-y-horarios-afectados-noticia-1662790,"Fri, 07 Nov 2025 05:00:38 -0500",EN VIVO Consulta aquí los distritos de Lima y horarios afectados por el corte de agua programado por el Servicio de Agua Potable y Alcantarillado de Lima (Sedapal) para hoy.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/03/06/022702_1714109.jpg?imgdimension=look,EN VIVO Consulta aquí los distritos de Lima y horarios afectados por el corte de agua programado por el Servicio de Agua Potable y Alcantarillado de Lima (Sedapal) para hoy.
"Temblor en Perú, hoy 7 de noviembre: magnitud y epicentro del sismo según IGP",https://rpp.pe/lima/desastres-naturales/temblor-en-peru-hoy-6-de-noviembre-magnitud-y-epicentro-del-sismo-segun-igp-live-3033,"Thu, 06 Nov 2025 02:03:58 -0500","Actualización EN VIVO del último sismo en Perú hoy, viernes 7 de noviembre según las últimas actualizaciones del Instituto Geofísico del Perú IGP",Sin categoría,RPP,https://f.rpp-noticias.io/2024/11/04/372237_1665153.jpg?imgdimension=look,"Actualización EN VIVO del último sismo en Perú hoy, viernes 7 de noviembre según las últimas actualizaciones del Instituto Geofísico del Perú IGP"
Argentina: dólar blue hoy a cuánto cotiza este viernes 07 de noviembre,https://rpp.pe/mundo/argentina/argentina-dolar-blue-hoy-a-cuanto-cotiza-este-viernes-07-de-noviembre-noticia-1662799,"Fri, 07 Nov 2025 05:59:39 -0500","La cotización del dólar blue, hoy viernes 07 de noviembre en el país de Argentina es de $1415 compra y $1435 la venta.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/09/10/432943_1790265.jpg?imgdimension=look,"La cotización del dólar blue, hoy viernes 07 de noviembre en el país de Argentina es de $1415 compra y $1435 la venta."
Con el Universitario vs. Garcilaso: programación y horarios de la fecha 18 del Torneo Clausura 2025 de la Liga1,https://rpp.pe/futbol/descentralizado/torneo-clausura-2025-fecha-18-con-universitario-vs-garcilaso-programacion-de-partidos-y-horarios-en-penultima-jornada-de-liga-1-noticia-1662646,"Fri, 07 Nov 2025 08:45:40 -0500","Universitario recibe a Deportivo Garcilaso, mientras que Alianza Lima descansa en la fecha 18 del Clausura.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/06/542454_1809419.jpg?imgdimension=look,"Universitario recibe a Deportivo Garcilaso, mientras que Alianza Lima descansa en la fecha 18 del Clausura."
Cusco FC vs. Sport Boys EN VIVO: hora y canal del partido por el Torneo Clausura 2025 de Liga1,https://rpp.pe/futbol/descentralizado/cusco-fc-vs-sport-boys-en-vivo-ver-l1-max-transmision-directo-en-cusco-fecha-18-torneo-clausura-2025-link-gratis-partidos-de-hoy-noticia-1662724,"Fri, 07 Nov 2025 08:45:41 -0500","Cusco FC sale por una nueva victoria en condición de local, ahora ante Sport Boys. Conoce a qué hora empieza y dónde ver el partido EN VIVO.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/06/322732_1809675.jpg?imgdimension=look,"Cusco FC sale por una nueva victoria en condición de local, ahora ante Sport Boys. Conoce a qué hora empieza y dónde ver el partido EN VIVO."
El escándalo sigue el Turquía: arrestan a 17 árbitros por amaño de partidos,https://rpp.pe/futbol/futbol-mundial/turquia-arrestan-a-17-arbitros-por-amano-de-partidos-noticia-1662805,"Fri, 07 Nov 2025 08:45:34 -0500",El arresto está relacionado con la investigación que empezó la Federación Turca de Fútbol (TFF) donde determinó que 371 árbitros habían participado en apuestas legales de fútbol.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/104310_1809878.jpg?imgdimension=look,El arresto está relacionado con la investigación que empezó la Federación Turca de Fútbol (TFF) donde determinó que 371 árbitros habían participado en apuestas legales de fútbol.
"Jorge Montero acusa que 'reinfos' y 'reinfos suspendidos' se vendían en mercados ilegales para ""blanquear"" extracción minera",https://rpp.pe/politica/gobierno/montero-acusa-que-reinfos-y-reinfos-suspendidos-se-vendian-en-mercados-ilegales-para-blanquear-extraccion-minera-noticia-1662820,"Fri, 07 Nov 2025 08:00:00 -0500","El exministro de Energía y Minas, en entrevista exclusiva con RPP, señaló que 'reinfos' y 'reinfos suspendidos' eran vendidos porque bastaban ""4 papeles"" para ""ponerlos vigentes"". Además, acusó que congresistas de la Comisión de Energía y Minas tendrían intereses electorales al impulsar ampliación del Reinfo.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/485948_1809861.jpg?imgdimension=look,"El exministro de Energía y Minas, en entrevista exclusiva con RPP, señaló que 'reinfos' y 'reinfos suspendidos' eran vendidos porque bastaban ""4 papeles"" para ""ponerlos vigentes"". Además, acusó que congresistas de la Comisión de Energía y Minas tendrían intereses electorales al impulsar ampliación del Reinfo."
Presidenta del Senado mexicano negó que su Gobierno haya intervenido “en los asuntos de Perú” con el asilo a Betssy Chávez,https://rpp.pe/mundo/mexico/presidenta-del-senado-mexicano-rechazamos-que-mexico-haya-realizado-acciones-de-intervencion-en-los-asuntos-de-peru-noticia-1662803,"Fri, 07 Nov 2025 06:47:53 -0500","Laura Itzel Castillo cuestionó la decisión del Congreso peruano de declarar persona non grata a a la presidenta mexicana, Claudia Sheinbaum, y defendió que el asilo otorgado a Betssy Chávez se ajustó a tratados internacionales.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/143814_1809836.jpg?imgdimension=look,"Laura Itzel Castillo cuestionó la decisión del Congreso peruano de declarar persona non grata a a la presidenta mexicana, Claudia Sheinbaum, y defendió que el asilo otorgado a Betssy Chávez se ajustó a tratados internacionales."
“Tenemos una relación de padre e hija”: Millie Bobby Brown y David Harbour comparten tierno momento en la premiere de ‘Stranger Things’,https://rpp.pe/famosos/celebridades/stranger-things-millie-bobby-brown-y-david-harbour-comparten-tierno-momento-en-la-premiere-de-la-temporada-5-noticia-1662818,"Fri, 07 Nov 2025 08:15:54 -0500","La actriz y su compañero de reparto protagonizaron uno de los momentos más tiernos de la alfombra roja, donde hablaron sobre el vínculo que los une dentro y fuera del set.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/130313_1809864.jpg?imgdimension=look,"La actriz y su compañero de reparto protagonizaron uno de los momentos más tiernos de la alfombra roja, donde hablaron sobre el vínculo que los une dentro y fuera del set."
Caminar después de comer: ¿cómo puede favorecer a la digestión?,https://rpp.pe/videos/vital/caminar-despues-de-comer-como-puede-favorecer-a-la-digestion-noticia-1662823,"Fri, 07 Nov 2025 08:00:08 -0500","El Dr. Elmer Huerta, asesor médico de RPP, se refirió a la caminata del cuesco, una reciente tendencia que ha surgido en redes sociales. Según indicó, esta tiene un respaldo científico, pues cuando una persona come, especialmente en grandes cantidades o sin masticar adecuadamente, se generan burbujas de gas en el estómago. Esto puede provocar una sensación de inflamación y malestar. El caminar, tras una comida, activa el reflejo gastrocolónico, lo que puede ayudar a mover el contenido del colon y facilitar la expulsión de los gases acumulados.",Sin categoría,RPP,,"El Dr. Elmer Huerta, asesor médico de RPP, se refirió a la caminata del cuesco, una reciente tendencia que ha surgido en redes sociales. Según indicó, esta tiene un respaldo científico, pues cuando una persona come, especialmente en grandes cantidades o sin masticar adecuadamente, se generan burbujas de gas en el estómago. Esto puede provocar una sensación de inflamación y malestar. El caminar, tras una comida, activa el reflejo gastrocolónico, lo que puede ayudar a mover el contenido del colon y facilitar la expulsión de los gases acumulados."
¿“Show judicial” o registro de corrupción? Comienza juicio por la causa Cuadernos contra Cristina Fernández,https://rpp.pe/mundo/argentina/show-judicial-o-registro-de-corrupcion-comienza-juicio-por-la-causa-cuadernos-contra-cristina-fernandez-noticia-1662821,"Fri, 07 Nov 2025 08:10:53 -0500","Desde la reclusión domiciliaria donde cumple una condena por la causa conocida como Vialidad, Cristina Fernández comparece a partir de este 6 de noviembre en un nuevo juicio por corrupción. La expresidenta argentina responde, junto a otros 86 imputados, por el caso Cuadernos, en el que enfrenta cargos por cohecho, por liderar un esquema de sobornos para la asignación de contratos de obras públicas. La lideresa peronista califica el proceso como un “show judicial”.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/06/11/052605_1756168.jpg?imgdimension=look,"Desde la reclusión domiciliaria donde cumple una condena por la causa conocida como Vialidad, Cristina Fernández comparece a partir de este 6 de noviembre en un nuevo juicio por corrupción. La expresidenta argentina responde, junto a otros 86 imputados, por el caso Cuadernos, en el que enfrenta cargos por cohecho, por liderar un esquema de sobornos para la asignación de contratos de obras públicas. La lideresa peronista califica el proceso como un “show judicial”."
Temblor en Chile hoy 7 de noviembre: Epicentro del sismo según CSN,https://rpp.pe/mundo/chile/temblor-en-chile-hoy-5-de-noviembre-epicentro-del-sismo-segun-csn-live-3032,"Wed, 05 Nov 2025 23:09:45 -0500",¿Cuál fue el último Temblor en Chile hoy 7 de noviembre y registrado por el servicio Sismológico Nacional de Chile (CSN)? Consulta los últimos sismos: magnitud y epicentro del movimiento sísmico.,Sin categoría,RPP,https://f.rpp-noticias.io/2024/11/07/363236_1666477.jpg?imgdimension=look,¿Cuál fue el último Temblor en Chile hoy 7 de noviembre y registrado por el servicio Sismológico Nacional de Chile (CSN)? Consulta los últimos sismos: magnitud y epicentro del movimiento sísmico.
Liga de Francia: Le Havre AC se enfrenta ante la visita Nantes por la fecha 12,https://rpp.pe/futbol/ligas-internacionales/liga-de-francia-le-havre-ac-se-enfrenta-ante-la-visita-nantes-por-la-fecha-12-noticia-1662825,"Fri, 07 Nov 2025 08:09:41 -0500","Le Havre AC y Nantes se enfrentan en el estadio Stade Océane, con el arbitraje de Romain Lissorgue. El duelo se jugará el sábado 8 de noviembre desde las 13:00 horas.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/1809874.jpg?imgdimension=look,"Le Havre AC y Nantes se enfrentan en el estadio Stade Océane, con el arbitraje de Romain Lissorgue. El duelo se jugará el sábado 8 de noviembre desde las 13:00 horas."
Liga 1: Ayacucho FC y Comerciantes Unidos se miden por la fecha 18,https://rpp.pe/futbol/descentralizado/liga-1-ayacucho-fc-y-comerciantes-unidos-se-miden-por-la-fecha-18-noticia-1662824,"Fri, 07 Nov 2025 08:09:39 -0500","Palpitamos la previa del choque entre Ayacucho FC y Comerciantes Unidos. Cuándo, dónde y a qué hora juegan.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/1809871.jpg?imgdimension=look,"Palpitamos la previa del choque entre Ayacucho FC y Comerciantes Unidos. Cuándo, dónde y a qué hora juegan."
Toma nota: se confirmaron las fechas de los playoffs de la Liga1 2025,https://rpp.pe/futbol/descentralizado/playoffs-de-la-liga-1-2025-fechas-confirmadas-de-los-partidos-para-definir-peru-2-peru-3-y-peru-4-copa-libertadores-alianza-lima-sporting-cristal-cusco-fc-noticia-1662814,"Fri, 07 Nov 2025 08:08:05 -0500",RPP pudo conocer cuándo se disputarán los playoffs de la Liga1 2025. Alianza Lima y Cusco FC ya aseguraron su presencia.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/031203_1809875.jpg?imgdimension=look,RPP pudo conocer cuándo se disputarán los playoffs de la Liga1 2025. Alianza Lima y Cusco FC ya aseguraron su presencia.
Hospital Rebagliati: familia pide ayuda para que operen a adulta mayor de 84 años con pancreatitis,https://rpp.pe/rotafono/servicios-publicos/hospital-rebagliati-familia-pide-ayuda-para-que-operen-a-adulta-mayor-de-84-anos-con-pancreatitis-padomi-noticia-1662686,"Thu, 06 Nov 2025 12:55:16 -0500",Rotafono de RPP | La señora está internada en el área de emergencias del hospital Rebagliati a la espera de que le programen una operación para que le quiten la vesícula.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/06/414641_1809498.jpg?imgdimension=look,Rotafono de RPP | La señora está internada en el área de emergencias del hospital Rebagliati a la espera de que le programen una operación para que le quiten la vesícula.
Loreto: capturan a tres presuntos ladrones tras robo de equipos de telefonía por más de 20 mil soles,https://rpp.pe/peru/loreto/loreto-capturan-a-tres-presuntos-ladrones-tras-robo-de-equipos-de-telefonia-por-mas-de-20-mil-soles-noticia-1662815,"Fri, 07 Nov 2025 07:45:24 -0500","Los detenidos fueron identificados como Dennys Acosta Ramírez (42), Michael Nike Sánchez Bardales (28) y Hugo Silvestre Panduro López (27), quienes, según la Policía, tenían en su poder celulares de alta gama, cargadores portátiles y empaques vacíos.",Sin categoría,RPP,,"Los detenidos fueron identificados como Dennys Acosta Ramírez (42), Michael Nike Sánchez Bardales (28) y Hugo Silvestre Panduro López (27), quienes, según la Policía, tenían en su poder celulares de alta gama, cargadores portátiles y empaques vacíos."
PNP desarticula dos bandas criminales dedicadas a la extorsión y el tráfico de drogas en SJL y el Callao,https://rpp.pe/lima/policiales/pnp-desarticula-dos-bandas-criminales-dedicadas-a-la-extorsion-y-el-trafico-de-drogas-en-sjl-y-el-callao-noticia-1662819,"Fri, 07 Nov 2025 07:50:11 -0500","Agentes del grupo Grecco capturaron a seis presuntos integrantes de organizaciones delictivas que exigían dinero a empresarios y transportistas bajo amenazas. Durante el operativo se incautaron drogas, armas y dinero en efectivo.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/463946_1809855.jpg?imgdimension=look,"Agentes del grupo Grecco capturaron a seis presuntos integrantes de organizaciones delictivas que exigían dinero a empresarios y transportistas bajo amenazas. Durante el operativo se incautaron drogas, armas y dinero en efectivo."
LaLiga EA Sports: Atlético de Madrid buscará extender su racha ganadora ante Levante,https://rpp.pe/futbol/ligas-internacionales/laliga-ea-sports-atletico-de-madrid-buscara-extender-su-racha-ganadora-ante-levante-noticia-1662817,"Fri, 07 Nov 2025 07:39:40 -0500","Todos los detalles de la previa del partido entre Atlético de Madrid y Levante, que se jugará el sábado 8 de noviembre desde las 12:30 horas en el estadio el Metropolitano.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/1809854.jpg?imgdimension=look,"Todos los detalles de la previa del partido entre Atlético de Madrid y Levante, que se jugará el sábado 8 de noviembre desde las 12:30 horas en el estadio el Metropolitano."
Premier League: Arsenal está en la cima y quiere mantenerse así al enfrentar a Sunderland,https://rpp.pe/futbol/ligas-internacionales/premier-league-arsenal-esta-en-la-cima-y-quiere-mantenerse-asi-al-enfrentar-a-sunderland-noticia-1662816,"Fri, 07 Nov 2025 07:39:39 -0500","Todo lo que tienes que saber en la previa de Sunderland vs Arsenal. El duelo, a disputarse  en el Stadium of Light mañana, comenzará  a las 12:30 horas y será dirigido por Craig Pawson.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/1809852.jpg?imgdimension=look,"Todo lo que tienes que saber en la previa de Sunderland vs Arsenal. El duelo, a disputarse  en el Stadium of Light mañana, comenzará  a las 12:30 horas y será dirigido por Craig Pawson."
"Agustín Lozano reveló detalles de la no renovación de Ricardo Gareca: ""No contó toda la verdad""",https://rpp.pe/futbol/seleccion-peruana/agustin-lozano-revelo-detalles-de-la-no-continuidad-de-ricardo-gareca-en-peru-eliminatorias-noticia-1662810,"Fri, 07 Nov 2025 07:30:15 -0500","""Hice hasta lo imposible y quizá cosas que ni ustedes harían para que el proyecto continúe"", aseguró Agustín Lozano sobre la no continuidad de Ricardo Gareca.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/202420_1809848.jpg?imgdimension=look,"""Hice hasta lo imposible y quizá cosas que ni ustedes harían para que el proyecto continúe"", aseguró Agustín Lozano sobre la no continuidad de Ricardo Gareca."
La Libertad: investigan a primos acusados de ser 'marcas' tras robo de S/ 20 mil a empresario,https://rpp.pe/peru/la-libertad/la-libertad-investigan-a-primos-acusados-de-ser-marcas-tras-robo-de-s-20-mil-a-empresario-noticia-1662807,"Fri, 07 Nov 2025 07:07:44 -0500","El robo ocurrió en la avenida Larco, en una zona muy comercial de Trujillo, cuando el empresario había retirado dinero de una agencia bancaria.",Sin categoría,RPP,,"El robo ocurrió en la avenida Larco, en una zona muy comercial de Trujillo, cuando el empresario había retirado dinero de una agencia bancaria."
"Lionel Messi: ""Dios me regaló un don, me eligió a mí""",https://rpp.pe/futbol/futbol-mundial/lionel-messi-dios-me-regalo-un-don-me-eligio-a-mi-noticia-1662779,"Fri, 07 Nov 2025 06:45:42 -0500",El capitán de la Selección de Argentina comparó al Mundial 2022 con el nacimiento de sus hijos.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/383138_1809832.jpg?imgdimension=look,El capitán de la Selección de Argentina comparó al Mundial 2022 con el nacimiento de sus hijos.
Detienen en España a 13 miembros del Tren de Aragua,https://rpp.pe/mundo/espana/tren-de-aragua-detienen-en-espana-a-13-miembros-de-la-peligrosa-organizacion-criminal-noticia-1662806,"Fri, 07 Nov 2025 07:15:16 -0500","Las fuerzas de seguridad informaron este viernes de la operación, denominada Interciti, que tuvo una primera fase en marzo de 2024, cuando fue arrestado en Barcelona el hermano del Niño Guerrero, líder internacional de la organización.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/291629_1809845.jpg?imgdimension=look,"Las fuerzas de seguridad informaron este viernes de la operación, denominada Interciti, que tuvo una primera fase en marzo de 2024, cuando fue arrestado en Barcelona el hermano del Niño Guerrero, líder internacional de la organización."
"Serie A: Juventus recibe a Torino para disputar el ""Derby Della Mole""",https://rpp.pe/futbol/ligas-internacionales/serie-a-juventus-recibe-a-torino-para-disputar-el-derby-della-mole-noticia-1662812,"Fri, 07 Nov 2025 07:09:39 -0500",Torino se mide ante Juventus en el Allianz Stadium el sábado 8 de noviembre a las 12:00 horas. El partido será supervisado por Luca Zufferli.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/1809842.jpg?imgdimension=look,Torino se mide ante Juventus en el Allianz Stadium el sábado 8 de noviembre a las 12:00 horas. El partido será supervisado por Luca Zufferli.
"En plena rivalidad con EE.UU., China exhibe músculo naval con su tercer portaaviones [VIDEO]",https://rpp.pe/mundo/china/en-plena-rivalidad-con-eeuu-china-exhibe-musculo-naval-con-su-tercer-portaaviones-video-noticia-1662811,"Fri, 07 Nov 2025 07:00:07 -0500","Se trata del primer portaaviones chino dotado de catapultas electromagnéticas, un sistema que emplea energía eléctrica para impulsar aeronaves desde la cubierta.",Sin categoría,RPP,,"Se trata del primer portaaviones chino dotado de catapultas electromagnéticas, un sistema que emplea energía eléctrica para impulsar aeronaves desde la cubierta."
