titulo,enlace,fecha,descripcion,categoria,fuente,imagen,contenido
Buenas noticias: Censo Nacional de Vicuñas contabiliza más de 300 mil ejemplares a nivel nacional [FOTOS],https://rpp.pe/peru/actualidad/censo-nacional-de-vicunas-contabiliza-mas-de-300-mil-ejemplares-a-nivel-nacional-fotos-noticia-1663046,"Sat, 08 Nov 2025 16:16:11 -0500","El director ejecutivo del Serfor, Erasmo Otárola, destacó que una de las principales novedades del censo fue el hallazgo de nuevas poblaciones de vicuñas en Áncash y Huánuco.",Sin categoría,RPP,,"El director ejecutivo del Serfor, Erasmo Otárola, destacó que una de las principales novedades del censo fue el hallazgo de nuevas poblaciones de vicuñas en Áncash y Huánuco."
Universitario vs. Deportivo Soan: ¿a qué hora juegan y dónde ver EN VIVO hoy por la Liga Peruana de Vóley?,https://rpp.pe/voley/mas-voley/universitario-vs-deportivo-soan-en-vivo-ver-liga-peruana-de-voley-2025-horario-y-canales-tv-via-latina-voley-en-vivo-noticia-1662850,"Sat, 08 Nov 2025 15:00:32 -0500",Universitario vs Deportivo Soan EN VIVO: sigue las incidencias del partido por la fecha 3 de la Liga Peruana de Vóley.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/07/311931_1809946.jpg?imgdimension=look,Universitario vs Deportivo Soan EN VIVO: sigue las incidencias del partido por la fecha 3 de la Liga Peruana de Vóley.
EE.UU. anuncia retorno de embajadores a Bolivia tras 17 años durante investidura de Rodrigo Paz,https://rpp.pe/mundo/estados-unidos/eeuu-anuncia-retorno-de-embajadores-a-bolivia-tras-17-anos-durante-investidura-de-rodrigo-paz-noticia-1663044,"Sat, 08 Nov 2025 16:00:07 -0500","El subsecretario de Estado de Estados Unidos, Christopher Landau, afirmó que ""ha sido muy insólito"" y ""muy triste"" que ambos países no hayan ""tenido embajadores"" en Washington, la capital estadounidense, ni en La Paz, la sede del Gobierno y el Legislativo bolivianos.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/594759_1810448.jpg?imgdimension=look,"El subsecretario de Estado de Estados Unidos, Christopher Landau, afirmó que ""ha sido muy insólito"" y ""muy triste"" que ambos países no hayan ""tenido embajadores"" en Washington, la capital estadounidense, ni en La Paz, la sede del Gobierno y el Legislativo bolivianos."
¡Se dieron el sí! Payasitos ‘Jarolito’ y ‘Tabuguita’ se casaron en matrimonio comunitario en Tacna [FOTOS],https://rpp.pe/peru/tacna/tacna-payasitos-jarolito-y-tabuguita-se-casaron-en-matrimonio-comunitario-en-gregorio-albarracin-fotos-noticia-1663045,"Sat, 08 Nov 2025 16:10:25 -0500","Los artistas sellaron su historia de amor en un matrimonio comunitario en el distrito de Gregorio Albarracín, tras más de tres años de relación y muchas risas compartidas en los escenarios.",Sin categoría,RPP,,"Los artistas sellaron su historia de amor en un matrimonio comunitario en el distrito de Gregorio Albarracín, tras más de tres años de relación y muchas risas compartidas en los escenarios."
Manchester City vs. Liverpool: ¿a qué hora juegan y dónde ver EN VIVO el partidazo por la Premier League?,https://rpp.pe/futbol/futbol-mundial/manchester-city-vs-liverpool-en-vivo-que-canal-tv-transmite-fecha-11-premier-league-2025-via-espn-link-gratis-partidos-de-hoy-noticia-1663034,"Sat, 08 Nov 2025 16:05:07 -0500",El partidazo de la fecha 11 de la Premier League lo protagonizarán Manchester City y Liverpool en el Etihad Stadium.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/045504_1810423.jpg?imgdimension=look,El partidazo de la fecha 11 de la Premier League lo protagonizarán Manchester City y Liverpool en el Etihad Stadium.
Estrenos de Películas hoy 08 de noviembre del 2025,https://rpp.pe/cine/cartelera/estrenos-de-peliculas-hoy-06-de-noviembre-del-2025-noticia-1662618,"Thu, 06 Nov 2025 07:02:04 -0500","Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max.",Sin categoría,RPP,,"Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max."
Corte de agua en Lima hoy 08 de noviembre: Distritos y horarios afectados,https://rpp.pe/lima/obras/corte-de-agua-en-lima-hoy-08-de-noviembre-distritos-y-horarios-afectados-noticia-1662978,"Sat, 08 Nov 2025 05:00:38 -0500",EN VIVO Consulta aquí los distritos de Lima y horarios afectados por el corte de agua programado por el Servicio de Agua Potable y Alcantarillado de Lima (Sedapal) para hoy.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/03/06/112111_1714102.jpg?imgdimension=look,EN VIVO Consulta aquí los distritos de Lima y horarios afectados por el corte de agua programado por el Servicio de Agua Potable y Alcantarillado de Lima (Sedapal) para hoy.
"Ayacucho FC ganaba 1-0 a Comerciantes Unidos, pero se lanzaron objetos en los descuentos y se suspendió el partido",https://rpp.pe/futbol/descentralizado/ayacucho-fc-vs-comerciantes-unidos-en-vivo-ver-l1max-transmision-directo-fecha-18-torneo-clausura-2025-link-gratis-partidos-de-hoy-noticia-1662886,"Sat, 08 Nov 2025 15:15:54 -0500","Ayacucho FC tenía a la mano un resultado que los dejaba cerca de salvarse del descenso, pero los aficionados arrojaron objetos al campo y el árbitro Diego Haro decidió suspender el encuentro.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/100810_1810442.jpg?imgdimension=look,"Ayacucho FC tenía a la mano un resultado que los dejaba cerca de salvarse del descenso, pero los aficionados arrojaron objetos al campo y el árbitro Diego Haro decidió suspender el encuentro."
"A menos de una semana de poner a la venta las entradas, Megadeth ya logró tres sold-outs en su gira por Latinoamérica",https://rpp.pe/musica/conciertos/megadeth-ya-logro-tres-sold-outs-en-su-gira-por-latinoamerica-a-menos-de-una-semana-de-poner-a-la-venta-las-entradas-noticia-1663043,"Sat, 08 Nov 2025 15:30:08 -0500","Debido a la gran acogida, la banda está agregando nuevas fechas en su gira de despedida, que incluye una escala en Perú.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/173617_1810447.jpg?imgdimension=look,"Debido a la gran acogida, la banda está agregando nuevas fechas en su gira de despedida, que incluye una escala en Perú."
El argentino Franco Colapinto seguirá siendo piloto de Alpine en 2026,https://rpp.pe/automovilismo/formula-1/franco-colapinto-seguira-siendo-piloto-de-alpine-en-2026-noticia-1663042,"Sat, 08 Nov 2025 15:15:07 -0500","Colapinto, nacido hace 22 años en Pilar (Buenos Aires), seguirá formando pareja, en el equipo que dirige el italiano Flavio Briatore, con su actual compañero, el francés Pierre Gasly.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/182318_1810444.jpg?imgdimension=look,"Colapinto, nacido hace 22 años en Pilar (Buenos Aires), seguirá formando pareja, en el equipo que dirige el italiano Flavio Briatore, con su actual compañero, el francés Pierre Gasly."
¿Sonó a despedida? Sebastián Britos recordó con emotivo mensaje sus dos campañas con títulos en Universitario,https://rpp.pe/futbol/descentralizado/universitario-sebastian-britos-recordo-con-emotivo-mensaje-sus-dos-campanas-con-titulos-noticia-1663039,"Sat, 08 Nov 2025 15:00:42 -0500",Sebastián Britos reveló que la dirigencia de Universitario aún no se comunicó para negociar la renovación.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/334633_1810441.jpg?imgdimension=look,Sebastián Britos reveló que la dirigencia de Universitario aún no se comunicó para negociar la renovación.
Ignacia Fernández desafía los prejuicios y canta death metal en el Miss Mundo Chile 2025 junto con su banda [VIDEO],https://rpp.pe/famosos/celebridades/miss-mundo-chile-2025-ignacia-fernandez-desafia-los-prejuicios-y-canta-death-metal-junto-a-su-banda-video-noticia-1663033,"Sat, 08 Nov 2025 14:35:32 -0500","La modelo y vocalista de la banda Decessus interpretó uno de sus temas durante la competencia, rompiendo estereotipos en los concursos de belleza y ganando el apoyo de miles en redes sociales.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/203120_1810439.jpg?imgdimension=look,"La modelo y vocalista de la banda Decessus interpretó uno de sus temas durante la competencia, rompiendo estereotipos en los concursos de belleza y ganando el apoyo de miles en redes sociales."
La Selección Peruana realizó su último entrenamiento en Lima antes de viajar a Rusia,https://rpp.pe/futbol/seleccion-peruana/seleccion-peruana-realizo-su-ultimo-entrenamiento-en-lima-antes-de-viajar-a-rusia-noticia-1663038,"Sat, 08 Nov 2025 14:30:09 -0500","Perú entrenó en la Videna antes de su viaje. La 'Bicolor' se enfrentará a Rusia y a Chile, el 12 y 18 de noviembre, respectivamente.",Sin categoría,RPP,,"Perú entrenó en la Videna antes de su viaje. La 'Bicolor' se enfrentará a Rusia y a Chile, el 12 y 18 de noviembre, respectivamente."
Chorrillos: adulto mayor de 87 años desapareció hace más de un día tras salir de su casa,https://rpp.pe/rotafono/servicios-a-la-comunidad/chorrillos-adulto-mayor-de-87-anos-desaparecio-hace-mas-de-un-dias-tras-salir-de-su-casa-noticia-1662260,"Mon, 03 Nov 2025 20:21:56 -0500","Rotafono de RPP | El señor Victor Castillo se dirigía a la casa de sus nietas en Chorrillos, pero no llegó y familia hace este pedido de ayuda para que ciudadanía y autoridades ayuden a encontrarlo.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/03/211021_1808446.jpg?imgdimension=look,"Rotafono de RPP | El señor Victor Castillo se dirigía a la casa de sus nietas en Chorrillos, pero no llegó y familia hace este pedido de ayuda para que ciudadanía y autoridades ayuden a encontrarlo."
José Jerí sobre nuevas medidas del estado de emergencia: “Nos dan más herramientas para actuar contra la delincuencia”,https://rpp.pe/politica/gobierno/jose-jeri-sobre-nuevas-medidas-del-estado-de-emergencia-nos-dan-mas-herramientas-para-actuar-contra-la-delincuencia-noticia-1663037,"Sat, 08 Nov 2025 14:14:26 -0500",El mandatario destacó que la actualización de las disposiciones del estado de emergencia permitirá una respuesta más organizada y contundente frente a la criminalidad en Lima Metropolitana y el Callao.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/491049_1810432.jpg?imgdimension=look,El mandatario destacó que la actualización de las disposiciones del estado de emergencia permitirá una respuesta más organizada y contundente frente a la criminalidad en Lima Metropolitana y el Callao.
"Conmoción en EE.UU.: la Policía reveló posible causa de la muerte de Marshawn Kneeland, joven promesa de la NFL",https://rpp.pe/multideportes/mas-deportes/marshawn-kneeland-policia-revelo-posible-causa-de-muerte-de-joven-promesa-de-la-nfl-noticia-1663036,"Sat, 08 Nov 2025 14:00:39 -0500","Los Dallas Cowboys confirmaron esta semana el “trágico fallecimiento” del joven jugador, de 24 años, que se desempeñaba como ala defensiva.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/005900_1810424.jpg?imgdimension=look,"Los Dallas Cowboys confirmaron esta semana el “trágico fallecimiento” del joven jugador, de 24 años, que se desempeñaba como ala defensiva."
Alianza Lima vs. Olva Latino: ¿a qué hora juegan y dónde ver EN VIVO por la Liga Peruana de Vóley?,https://rpp.pe/voley/mas-voley/alianza-lima-vs-olva-latino-en-vivo-a-que-hora-y-donde-ver-fecha-3-liga-peruana-de-voley-2025-26-via-latina-gratis-voley-en-vivo-noticia-1663024,"Sat, 08 Nov 2025 14:00:22 -0500",Alianza Lima quiere seguir con su paso arrollador en la Liga Peruana de Vóley 2025-26 cuando choque con Olva Latino en la tercera fecha.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/380438_1810355.jpg?imgdimension=look,Alianza Lima quiere seguir con su paso arrollador en la Liga Peruana de Vóley 2025-26 cuando choque con Olva Latino en la tercera fecha.
Festejo monumental: las postales a ras de cancha de la celebración del tricampeonato de Universitario,https://rpp.pe/futbol/descentralizado/universitario-tricampeon-postales-a-ras-de-cancha-de-la-cebracion-en-el-estadio-monumental-liga-1-2025-noticia-1663032,"Sat, 08 Nov 2025 13:45:13 -0500",Los futbolistas de Universitario celebraron con su público en el Estadio Monumental el tricampeonato conquistado en la Liga1.,Sin categoría,RPP,,Los futbolistas de Universitario celebraron con su público en el Estadio Monumental el tricampeonato conquistado en la Liga1.
Rodrigo Paz es investido presidente de Bolivia y abre nuevo ciclo en el país sudamericano,https://rpp.pe/mundo/latinoamerica/rodrigo-paz-es-investido-presidente-de-bolivia-y-abre-nuevo-ciclo-en-el-pais-sudamericano-noticia-1663014,"Sat, 08 Nov 2025 10:40:13 -0500","El político centrista Rodrigo Paz Pereira juró este sábado como nuevo presidente de Bolivia para un periodo de cinco años, abriendo un nuevo ciclo político y económico en el país sudamericano después de 20 años de la izquierda en el poder.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/443244_1810335.jpg?imgdimension=look,"El político centrista Rodrigo Paz Pereira juró este sábado como nuevo presidente de Bolivia para un periodo de cinco años, abriendo un nuevo ciclo político y económico en el país sudamericano después de 20 años de la izquierda en el poder."
"Rodrigo Paz, nuevo presidente de Bolivia: así fue la ceremonia de toma de mando en La Paz [FOTOS]",https://rpp.pe/mundo/latinoamerica/rodrigo-paz-nuevo-presidente-de-bolivia-asi-fue-la-ceremonia-de-toma-de-mando-en-la-paz-fotos-noticia-1663031,"Sat, 08 Nov 2025 13:13:59 -0500","Rodrigo Pereira cuestionó ""¿Dónde está el litio? ¿Dónde está el gas?"", y acusó a los expresidentes Evo Morales (2006-2019) y Luis Arce (2020-2025) de haber ""mentido"" con la abundancia de esos recursos naturales.",Sin categoría,RPP,,"Rodrigo Pereira cuestionó ""¿Dónde está el litio? ¿Dónde está el gas?"", y acusó a los expresidentes Evo Morales (2006-2019) y Luis Arce (2020-2025) de haber ""mentido"" con la abundancia de esos recursos naturales."
Capturan a sujetos presuntamente implicados en violento asalto a barbería de Villa María del Triunfo,https://rpp.pe/lima/policiales/capturan-a-sujetos-presuntamente-implicados-en-violento-asalto-a-barberia-de-villa-maria-del-triunfo-noticia-1663029,"Sat, 08 Nov 2025 12:12:45 -0500","Se trata de dos sujetos que, arma en mano, irrumpieron en una barbería del jirón Ayacucho, despojando de sus pertenencias a clientes y trabajadores. Un tercer cómplice habría muerto recientemente en un enfrentamiento.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/462946_1810362.jpg?imgdimension=look,"Se trata de dos sujetos que, arma en mano, irrumpieron en una barbería del jirón Ayacucho, despojando de sus pertenencias a clientes y trabajadores. Un tercer cómplice habría muerto recientemente en un enfrentamiento."
¡Sport Huancayo es campeón de la Liga3 2025! Empató 1-1 con Estudiantil CNI y ascendió a la Liga2 (VIDEO),https://rpp.pe/futbol/mas-futbol/sport-huancayo-vs-estudiantil-cni-en-vivo-a-que-hora-juegan-y-donde-ver-final-vuelta-liga-3-via-youtube-fpf-partidos-de-hoy-noticia-1662908,"Sat, 08 Nov 2025 13:10:59 -0500",El Sport Huancayo II se impuso por un global de 3-2 a Estudiantil CNI en la definición de la Liga3 y la próxima temporada jugará en Segunda División.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/010301_1810385.jpg?imgdimension=look,El Sport Huancayo II se impuso por un global de 3-2 a Estudiantil CNI en la definición de la Liga3 y la próxima temporada jugará en Segunda División.
"Liga MX: Por la fecha 17, Santos Laguna recibirá a Pachuca",https://rpp.pe/futbol/ligas-internacionales/liga-mx-por-la-fecha-17-santos-laguna-recibira-a-pachuca-noticia-1663030,"Sat, 08 Nov 2025 13:09:39 -0500",Toda la previa del duelo entre Santos Laguna y Pachuca. El partido se jugará en el estadio Corona mañana a las 18:00 horas. Será arbitrado por Marco Ortiz Nava.,Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/1810396.jpg?imgdimension=look,Toda la previa del duelo entre Santos Laguna y Pachuca. El partido se jugará en el estadio Corona mañana a las 18:00 horas. Será arbitrado por Marco Ortiz Nava.
"PNP detuvo a presunto integrante de ‘Los de Alcázar’, banda criminal dedicada al tráfico de terrenos en el Rímac",https://rpp.pe/lima/actualidad/pnp-detuvo-a-presunto-integrante-de-los-de-alcazar-banda-criminal-dedicada-al-trafico-de-terrenos-en-el-rimac-noticia-1663026,"Sat, 08 Nov 2025 13:00:08 -0500","Durante el allanamiento al domicilio del detenido, los agentes encontraron una polera de azul, la misma que habría usado para extorsionar a sus víctimas.",Sin categoría,RPP,,"Durante el allanamiento al domicilio del detenido, los agentes encontraron una polera de azul, la misma que habría usado para extorsionar a sus víctimas."
"“No me estoy victimizando, solo pido una oportunidad”: Yiddá Eslava responde a críticas por video sobre su película",https://rpp.pe/famosos/farandula/yidda-eslava-responde-a-criticas-por-su-video-sobre-su-pelicula-la-habitacion-negra-video-noticia-1663025,"Sat, 08 Nov 2025 12:30:39 -0500",La actriz peruana aclaró en RPP que su mensaje busca generar apoyo al cine nacional tras el bajo rendimiento en taquilla de La Habitación Negra.,Sin categoría,RPP,,La actriz peruana aclaró en RPP que su mensaje busca generar apoyo al cine nacional tras el bajo rendimiento en taquilla de La Habitación Negra.
Educación financiera: ¿cómo usar responsablemente las tarjetas de crédito y débito?,https://rpp.pe/economia/tus-finanzas/educacion-financiera-como-usar-responsablemente-las-tarjetas-de-credito-y-debito-noticia-1663023,"Sat, 08 Nov 2025 12:15:24 -0500","Pilar Guerrero, analista de la SBS, abordó en RPP la importancia del uso responsable de las tarjetas de crédito y débito.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/09/08/353135_1789663.jpg?imgdimension=look,"Pilar Guerrero, analista de la SBS, abordó en RPP la importancia del uso responsable de las tarjetas de crédito y débito."
Universitario vs. Alianza Lima EN VIVO: se enfrentan en clásico por la final de ida de Liga Femenina 2025,https://rpp.pe/futbol/mas-futbol/universitario-vs-alianza-lima-en-vivo-ver-americatv-transmision-en-directo-clasico-final-ida-liga-femenina-2025-link-gratis-partidos-de-hoy-noticia-1663022,"Sat, 08 Nov 2025 12:50:22 -0500","Si gana el Torneo Clausura, Alianza Lima se consagrará campeón de la Liga Femenina del fútbol peruano en 2025.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/064006_1810379.jpg?imgdimension=look,"Si gana el Torneo Clausura, Alianza Lima se consagrará campeón de la Liga Femenina del fútbol peruano en 2025."
"""¿Dónde está el litio y el gas?"": Rodrigo Paz, nuevo presidente de Boliva, cuestiona gobiernos de Evo Morales y Luis Arce",https://rpp.pe/mundo/latinoamerica/bolivia-nuevo-presidente-rodrigo-paz-cuestiona-gobiernos-de-evo-morales-y-luis-arce-noticia-1663027,"Sat, 08 Nov 2025 12:45:26 -0500","Paz Pereira, nacido en Santiago de Compostela en 1967 por el exilio de sus padres, juró al cargo ante su vicepresidente, el expolicía Edmand Lara, y ante los diputados y senadores electos en los recientes comicios generales que también inician este sábado una nueva legislatura.",Sin categoría,RPP,https://f.rpp-noticias.io/2025/11/08/573957_1810378.jpg?imgdimension=look,"Paz Pereira, nacido en Santiago de Compostela en 1967 por el exilio de sus padres, juró al cargo ante su vicepresidente, el expolicía Edmand Lara, y ante los diputados y senadores electos en los recientes comicios generales que también inician este sábado una nueva legislatura."
